lang,model,font_idx,char_idx,l1,iou
eng,e9,0001,22,0.10303,0.85260
eng,e9,0001,23,0.09131,0.80326
eng,e9,0001,24,0.06372,0.80837
eng,e9,0001,25,0.15479,0.69563
eng,e9,0001,26,0.14209,0.66084
eng,e9,0001,27,0.10645,0.75737
eng,e9,0001,28,0.06396,0.79658
eng,e9,0001,29,0.06836,0.83673
eng,e9,0001,30,0.10205,0.75193
eng,e9,0001,31,0.12524,0.59828
eng,e9,0001,32,0.13672,0.68200
eng,e9,0001,33,0.07227,0.82730
eng,e9,0001,34,0.03979,0.79901
eng,e9,0001,35,0.06445,0.72211
eng,e9,0001,36,0.07397,0.82250
eng,e9,0001,37,0.01514,0.92740
eng,e9,0001,38,0.08765,0.83562
eng,e9,0001,39,0.06274,0.82659
eng,e9,0001,40,0.06274,0.82912
eng,e9,0001,41,0.09033,0.78094
eng,e9,0001,42,0.08472,0.79222
eng,e9,0001,43,0.06934,0.69264
eng,e9,0001,44,0.04297,0.86934
eng,e9,0001,45,0.11646,0.63781
eng,e9,0001,46,0.03223,0.91105
eng,e9,0001,47,0.06250,0.79405
eng,e9,0001,48,0.13574,0.75571
eng,e9,0001,49,0.08618,0.73479
eng,e9,0001,50,0.09473,0.73037
eng,e9,0001,51,0.07178,0.76480
eng,e9,0002,0,0.05054,0.71130
eng,e9,0002,1,0.04736,0.77014
eng,e9,0002,2,0.04126,0.73552
eng,e9,0002,3,0.05835,0.71100
eng,e9,0002,4,0.01318,0.90769
eng,e9,0002,5,0.03003,0.73941
eng,e9,0002,6,0.05005,0.72776
eng,e9,0002,7,0.02197,0.85531
eng,e9,0002,8,0.01123,0.82576
eng,e9,0002,9,0.02295,0.76142
eng,e9,0002,10,0.02344,0.83729
eng,e9,0002,11,0.03174,0.67742
eng,e9,0002,12,0.11133,0.56530
eng,e9,0002,13,0.06055,0.68922
eng,e9,0002,14,0.10449,0.47741
eng,e9,0002,15,0.03076,0.79139
eng,e9,0002,16,0.09229,0.57288
eng,e9,0002,17,0.04175,0.77470
eng,e9,0002,18,0.05664,0.67278
eng,e9,0002,19,0.01953,0.81087
eng,e9,0002,20,0.02783,0.81553
eng,e9,0002,21,0.03076,0.77049
eng,e9,0002,22,0.12183,0.52019
eng,e9,0002,23,0.01855,0.87119
eng,e9,0002,24,0.02661,0.76907
eng,e9,0002,25,0.02783,0.81403
eng,e9,0002,26,0.03247,0.73185
eng,e9,0002,27,0.02344,0.82255
eng,e9,0002,28,0.01611,0.82400
eng,e9,0002,29,0.02368,0.81524
eng,e9,0002,30,0.02417,0.77902
eng,e9,0002,31,0.01489,0.82059
eng,e9,0002,32,0.01538,0.86334
eng,e9,0002,33,0.01538,0.85843
eng,e9,0002,34,0.01221,0.74619
eng,e9,0002,35,0.02173,0.61966
eng,e9,0002,36,0.05811,0.60596
eng,e9,0002,37,0.02222,0.62857
eng,e9,0002,38,0.03198,0.79006
eng,e9,0002,39,0.01636,0.82821
eng,e9,0002,40,0.03247,0.71822
eng,e9,0002,41,0.02197,0.81366
eng,e9,0002,42,0.01855,0.84265
eng,e9,0002,43,0.03540,0.51667
eng,e9,0002,44,0.01904,0.81205
eng,e9,0002,45,0.05493,0.44307
eng,e9,0002,46,0.02905,0.71186
eng,e9,0002,47,0.01538,0.80734
eng,e9,0002,48,0.05176,0.69452
eng,e9,0002,49,0.01611,0.81967
eng,e9,0002,50,0.01270,0.85227
eng,e9,0002,51,0.00830,0.90313
eng,e9,0003,0,0.03125,0.80124
eng,e9,0003,1,0.02295,0.87712
eng,e9,0003,2,0.03394,0.74955
eng,e9,0003,3,0.05737,0.72989
eng,e9,0003,4,0.03247,0.78232
eng,e9,0003,5,0.04736,0.64534
eng,e9,0003,6,0.04761,0.73361
eng,e9,0003,7,0.04102,0.79310
eng,e9,0003,8,0.00806,0.89216
eng,e9,0003,9,0.03955,0.52907
eng,e9,0003,10,0.05396,0.69220
eng,e9,0003,11,0.01343,0.86250
eng,e9,0003,12,0.14941,0.51118
eng,e9,0003,13,0.05762,0.71938
eng,e9,0003,14,0.07080,0.64677
eng,e9,0003,15,0.04004,0.74335
eng,e9,0003,16,0.09399,0.58061
eng,e9,0003,17,0.03345,0.81486
eng,e9,0003,18,0.02881,0.79262
eng,e9,0003,19,0.00684,0.93679
eng,e9,0003,20,0.04517,0.73496
eng,e9,0003,21,0.05420,0.65421
eng,e9,0003,22,0.08496,0.65130
eng,e9,0003,23,0.05469,0.67059
eng,e9,0003,24,0.04346,0.66288
eng,e9,0003,25,0.03296,0.78605
eng,e9,0003,26,0.02026,0.82672
eng,e9,0003,27,0.03247,0.77496
eng,e9,0003,28,0.01733,0.80000
eng,e9,0003,29,0.05127,0.67692
eng,e9,0003,30,0.04150,0.66601
eng,e9,0003,31,0.02783,0.72662
eng,e9,0003,32,0.03857,0.71062
eng,e9,0003,33,0.02271,0.83152
eng,e9,0003,34,0.01733,0.75000
eng,e9,0003,35,0.01685,0.74725
eng,e9,0003,36,0.05200,0.66244
eng,e9,0003,37,0.01001,0.85252
eng,e9,0003,38,0.04858,0.73072
eng,e9,0003,39,0.02051,0.82427
eng,e9,0003,40,0.03223,0.72500
eng,e9,0003,41,0.04321,0.68223
eng,e9,0003,42,0.03784,0.71560
eng,e9,0003,43,0.01465,0.79021
eng,e9,0003,44,0.01831,0.79167
eng,e9,0003,45,0.03662,0.59786
eng,e9,0003,46,0.03076,0.74545
eng,e9,0003,47,0.07788,0.40485
eng,e9,0003,48,0.14355,0.41609
eng,e9,0003,49,0.03125,0.70843
eng,e9,0003,50,0.04443,0.65981
eng,e9,0003,51,0.02026,0.80378
eng,e9,0005,0,0.06177,0.79952
eng,e9,0005,1,0.07812,0.79085
eng,e9,0005,2,0.03687,0.85268
eng,e9,0005,3,0.11987,0.70079
eng,e9,0005,4,0.04468,0.83933
eng,e9,0005,5,0.05029,0.79784
eng,e9,0005,6,0.03589,0.88631
eng,e9,0005,7,0.11890,0.70610
eng,e9,0005,8,0.01392,0.91416
eng,e9,0005,9,0.09619,0.56027
eng,e9,0005,10,0.08569,0.77296
eng,e9,0005,11,0.03418,0.84000
eng,e9,0005,12,0.19434,0.63469
eng,e9,0005,13,0.12842,0.69186
eng,e9,0005,14,0.06860,0.80674
eng,e9,0005,15,0.10059,0.66721
eng,e9,0005,16,0.11938,0.69627
eng,e9,0005,17,0.09473,0.74657
eng,e9,0005,18,0.09473,0.67613
eng,e9,0005,19,0.01318,0.93632
eng,e9,0005,20,0.04858,0.85846
eng,e9,0005,21,0.03931,0.85651
eng,e9,0005,22,0.16992,0.66587
eng,e9,0005,23,0.04395,0.85759
eng,e9,0005,24,0.06201,0.74951
eng,e9,0005,25,0.04663,0.83172
eng,e9,0005,26,0.16577,0.49479
eng,e9,0005,27,0.10254,0.69432
eng,e9,0005,28,0.20532,0.28303
eng,e9,0005,29,0.17871,0.53494
eng,e9,0005,30,0.17651,0.42710
eng,e9,0005,31,0.13818,0.47786
eng,e9,0005,32,0.24658,0.34202
eng,e9,0005,33,0.14380,0.61019
eng,e9,0005,34,0.03638,0.77628
eng,e9,0005,35,0.12720,0.41853
eng,e9,0005,36,0.21826,0.44541
eng,e9,0005,37,0.16748,0.35708
eng,e9,0005,38,0.23340,0.51960
eng,e9,0005,39,0.23120,0.43496
eng,e9,0005,40,0.29175,0.26687
eng,e9,0005,41,0.22314,0.35588
eng,e9,0005,42,0.29395,0.28968
eng,e9,0005,43,0.27393,0.22029
eng,e9,0005,44,0.15771,0.42578
eng,e9,0005,45,0.10547,0.53297
eng,e9,0005,46,0.19702,0.47358
eng,e9,0005,47,0.12842,0.51832
eng,e9,0005,48,0.18457,0.58070
eng,e9,0005,49,0.17310,0.47247
eng,e9,0005,50,0.20264,0.28999
eng,e9,0005,51,0.16113,0.43590
